"Time","Flux","Count","Flux_1h_1h12m","Flux_1h_2h","Flux_1h_1d1h_top1","Flux_1h_1d1h_top2","Flux_1h_1d1h_top3","Flux_1h_1d1h_top4","Flux_1h_1d1h_top5","Flux_1h_1d1h_top6","Flux_1h_1d1h_top7","Flux_1h_1d1h_top8","Flux_1h_1d1h_top9","Flux_1h_1d1h_top10","Flux_1h_1d1h_top10sum"
2014-01-16 21:36:00,5.809e-06,59,1.2144e-06,1.2144e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 21:48:00,5.3001e-06,59,1.0727e-06,1.0727e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 22:00:00,2.8828e-06,59,9.4158e-07,9.4158e-07,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 22:12:00,1.8597e-06,59,8.3403e-07,1.0911e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 22:24:00,1.4321e-06,58,8.7862e-07,1.2275e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 22:36:00,1.2144e-06,59,8.9174e-07,1.2669e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 22:48:00,1.0727e-06,58,9.4158e-07,1.3167e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 23:00:00,9.4158e-07,59,1.0911e-06,1.377e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 23:12:00,8.3403e-07,58,1.2275e-06,1.3875e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 23:24:00,8.3665e-07,59,1.2669e-06,1.3875e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 23:36:00,8.8387e-07,59,1.3167e-06,1.3875e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-16 23:48:00,9.0748e-07,40,1.377e-06,1.3875e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-17 00:00:00,9.4945e-07,59,1.3875e-06,1.3875e-06,7.1784e-06,7.1731e-06,7.1102e-06,7.1102e-06,7.0944e-06,7e-06,6.9632e-06,6.916e-06,6.8111e-06,6.6694e-06,7.0026e-05
2014-01-17 00:12:00,1.1226e-06,58,1.3875e-06,1.3875e-06,7.1784e-06,7.1731e-06,7.1102e-06,6.9632e-06,6.8111e-06,6.5383e-06,6.2707e-06,6.2655e-06,5.9297e-06,5.6201e-06,7.0026e-05
2014-01-17 00:24:00,1.2328e-06,59,1.3246e-06,2.4106e-06,6.2707e-06,6.2655e-06,5.9297e-06,5.6201e-06,5.4837e-06,5.3159e-06,5.2266e-06,4.9801e-06,4.9538e-06,4.9342e-06,7.0026e-05
2014-01-17 00:36:00,1.2774e-06,58,1.3167e-06,3.1058e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,4.378e-06,4.0816e-06,3.9819e-06,3.8114e-06,3.7983e-06,7.0026e-05
2014-01-17 00:48:00,1.3246e-06,59,1.2852e-06,3.1058e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.9431e-06,2.8198e-06,2.7674e-06,7.0026e-05
2014-01-17 01:00:00,1.3797e-06,59,1.3377e-06,3.1058e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,7.0026e-05
2014-01-17 01:12:00,1.3875e-06,59,2.4106e-06,3.1058e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,6.58603e-05
2014-01-17 01:24:00,1.3246e-06,59,3.1058e-06,3.1058e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,5.49803e-05
2014-01-17 01:36:00,1.3167e-06,58,3.0218e-06,3.0218e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.70043e-05
2014-01-17 01:48:00,1.2852e-06,59,2.6362e-06,2.6362e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.32767e-05
2014-01-17 02:00:00,1.2721e-06,58,2.2191e-06,2.2191e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 02:12:00,1.3954e-06,59,1.8309e-06,2.8828e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 02:24:00,2.665e-06,58,1.558e-06,3.2264e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 02:36:00,3.0218e-06,59,1.4793e-06,3.2264e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 02:48:00,2.6362e-06,59,1.6682e-06,3.2264e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 03:00:00,2.2191e-06,58,2.8828e-06,3.2264e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 03:12:00,1.8309e-06,59,3.2264e-06,3.2264e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 03:24:00,1.558e-06,58,3.1399e-06,3.1399e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 03:36:00,1.4793e-06,59,2.6362e-06,2.6362e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 03:48:00,1.3718e-06,58,2.4473e-06,2.4473e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 04:00:00,1.8125e-06,59,2.4263e-06,2.4263e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 04:12:00,3.069e-06,59,2.3319e-06,2.3319e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 04:24:00,3.1399e-06,59,1.9699e-06,1.9699e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 04:36:00,2.6362e-06,59,1.962e-06,1.962e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 04:48:00,2.4473e-06,58,1.5056e-06,1.5056e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 05:00:00,2.3791e-06,59,1.1593e-06,1.1593e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 05:12:00,2.3319e-06,58,1.0177e-06,1.0177e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 05:24:00,1.865e-06,59,9.3371e-07,9.3371e-07,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 05:36:00,1.962e-06,58,8.6026e-07,8.6026e-07,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 05:48:00,1.5056e-06,59,7.973e-07,1.0727e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 06:00:00,1.1593e-06,59,7.6845e-07,1.0727e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 06:12:00,1.0177e-06,58,8.2091e-07,1.1069e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 06:24:00,9.3371e-07,59,8.1829e-07,1.1069e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 06:36:00,8.6026e-07,58,1.0727e-06,2.2244e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 06:48:00,7.973e-07,59,8.3928e-07,2.2244e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 07:00:00,7.5533e-07,58,1.1069e-06,2.2244e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 07:12:00,7.632e-07,59,9.101e-07,2.2244e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 07:24:00,7.6058e-07,59,2.2244e-06,6.0608e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 07:36:00,8.6813e-07,58,2.067e-06,6.0608e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 07:48:00,8.3928e-07,59,1.217e-06,6.0608e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 08:00:00,7.7369e-07,58,9.6519e-07,6.0608e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 08:12:00,8.3665e-07,59,6.0608e-06,6.0608e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 08:24:00,8.6813e-07,58,6.0346e-06,6.0346e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 08:36:00,2.067e-06,59,4.7086e-06,4.7086e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 08:48:00,1.217e-06,58,3.1766e-06,3.1766e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 09:00:00,9.6519e-07,59,2.5418e-06,2.5418e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 09:12:00,9.3109e-07,59,2.1273e-06,2.1273e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 09:24:00,6.0346e-06,58,1.7181e-06,1.7181e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 09:36:00,4.4384e-06,59,1.4479e-06,1.4479e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 09:48:00,3.1766e-06,58,1.3141e-06,1.3141e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 10:00:00,2.5418e-06,59,1.1488e-06,1.1488e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 10:12:00,2.1273e-06,58,1.0072e-06,1.036e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 10:24:00,1.7181e-06,59,8.7075e-07,1.036e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 10:36:00,1.4479e-06,59,7.632e-07,1.036e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 10:48:00,1.3141e-06,58,7.0287e-07,1.036e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.4814e-06,2.4578e-06,4.25054e-05
2014-01-17 11:00:00,1.1488e-06,59,1.036e-06,1.4138e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.5759e-06,2.4814e-06,4.25054e-05
2014-01-17 11:12:00,1.0072e-06,58,8.8125e-07,1.4138e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.25054e-05
2014-01-17 11:24:00,8.7075e-07,59,6.3466e-07,1.4138e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.25054e-05
2014-01-17 11:36:00,7.632e-07,58,7.8943e-07,1.4138e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.25054e-05
2014-01-17 11:48:00,7.0287e-07,59,1.4138e-06,1.4138e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.25054e-05
2014-01-17 12:00:00,6.504e-07,59,1.0386e-06,1.196e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.26235e-05
2014-01-17 12:12:00,8.8125e-07,58,7.5533e-07,7.3305e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 12:24:00,6.0843e-07,59,7.1074e-07,7.3305e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 12:36:00,6.2417e-07,58,7.2385e-07,7.3305e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 12:48:00,8.7338e-07,59,1.196e-06,7.3305e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 13:00:00,1.0386e-06,58,7.3305e-06,7.3305e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 13:12:00,7.5533e-07,59,3.8088e-06,3.8088e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 13:24:00,7.1074e-07,59,2.2952e-06,2.2952e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 13:36:00,6.7401e-07,59,1.8781e-06,1.8781e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 13:48:00,7.5009e-07,59,1.4059e-06,1.8755e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 14:00:00,2.6178e-06,58,1.238e-06,1.8755e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 14:12:00,3.8088e-06,59,1.0622e-06,9.3924e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 14:24:00,2.2952e-06,58,1.8755e-06,9.3924e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 14:36:00,1.8781e-06,59,1.1829e-06,9.3924e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,4.9342e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,4.31376e-05
2014-01-17 14:48:00,1.4059e-06,58,1.1436e-06,9.3924e-06,6.2655e-06,5.4837e-06,5.3159e-06,4.9538e-06,3.9819e-06,3.8114e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,4.31376e-05
2014-01-17 15:00:00,1.238e-06,59,9.3924e-06,9.3924e-06,6.2655e-06,5.4837e-06,5.3159e-06,3.9819e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,4.31376e-05
2014-01-17 15:12:00,1.0544e-06,59,5.9821e-06,5.9821e-06,6.2655e-06,5.4837e-06,5.3159e-06,3.9819e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,4.31376e-05
2014-01-17 15:24:00,1.7469e-06,58,2.3503e-06,2.3503e-06,6.2655e-06,5.4837e-06,5.3159e-06,3.9819e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,4.31376e-05
2014-01-17 15:36:00,1.1829e-06,59,1.5685e-06,1.5685e-06,6.2655e-06,5.4837e-06,5.3159e-06,3.9819e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,4.31376e-05
2014-01-17 15:48:00,1.1436e-06,58,1.1619e-06,1.1619e-06,6.2655e-06,5.4837e-06,5.3159e-06,3.9819e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,4.0976e-05
2014-01-17 16:00:00,1.1383e-06,59,9.5994e-07,9.5994e-07,6.2655e-06,5.4837e-06,5.3159e-06,3.9819e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,3.73967e-05
2014-01-17 16:12:00,5.9821e-06,58,8.5764e-07,8.5764e-07,6.2655e-06,5.4837e-06,3.9819e-06,2.8198e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,3.73967e-05
2014-01-17 16:24:00,2.3503e-06,59,7.4484e-07,7.4484e-07,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,3.73967e-05
2014-01-17 16:36:00,1.5685e-06,59,6.8188e-07,6.8188e-07,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,3.73967e-05
2014-01-17 16:48:00,1.1619e-06,58,6.5302e-07,6.7401e-07,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,3.73967e-05
2014-01-17 17:00:00,9.5994e-07,59,5.9794e-07,6.7663e-07,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,3.73967e-05
2014-01-17 17:12:00,8.419e-07,58,6.2154e-07,6.9237e-07,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,3.45648e-05
2014-01-17 17:24:00,7.4484e-07,59,6.7139e-07,1.684e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 17:36:00,6.7401e-07,58,6.7401e-07,2.1247e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 17:48:00,6.5302e-07,59,6.7663e-07,4.9696e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 18:00:00,5.9794e-07,59,6.9237e-07,6.916e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 18:12:00,6.0056e-07,59,1.684e-06,7.1784e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 18:24:00,6.1368e-07,59,2.1247e-06,7.1784e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 18:36:00,6.6876e-07,58,4.9696e-06,7.1784e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 18:48:00,6.7663e-07,59,6.916e-06,7.1784e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 19:00:00,6.7401e-07,52,7.1784e-06,7.1784e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
2014-01-17 19:12:00,6.95e-07,59,6.9632e-06,6.9632e-06,2.7936e-06,2.7778e-06,2.7726e-06,2.61e-06,2.5759e-06,2.484e-06,2.4578e-06,2.4421e-06,2.2689e-06,2.2165e-06,2.53992e-05
