Year,Month,Day,Hour Start,Minute Start,Hour End,Minute End,Hour Peak,Minute Peak,Hour Peak,Minute Peak,Peak Flux
2013,10,23,19,26,19,39,19,30,19,30,2.10E-06
2013,7,9,7,0,7,57,7,35,7,36,2.10E-06
2013,5,12,15,57,16,5,16,1,16,2,2.10E-06
2011,11,3,9,38,9,50,9,44,9,44,2.10E-06
2015,5,5,2,18,2,39,2,33,2,32,2.10E-06
2015,3,13,1,2,1,13,1,7,1,8,2.10E-06
2014,12,20,15,47,15,59,15,53,15,54,2.10E-06
2014,6,13,6,43,6,51,6,47,6,48,2.10E-06
2014,4,9,20,44,21,54,21,24,21,24,2.10E-06
2014,3,29,21,41,23,45,22,48,22,48,2.10E-06
2014,2,27,0,23,1,11,0,53,0,54,2.10E-06
2013,10,29,12,5,12,22,12,10,12,10,2.10E-06
2013,9,20,12,46,13,0,12,51,12,50,2.10E-06
2013,5,14,22,46,22,58,22,54,22,54,2.10E-06
2014,3,7,18,14,19,17,18,57,18,56,2.10E-06
2014,3,5,12,57,13,5,13,1,13,2,2.10E-06
2013,2,21,3,7,3,12,3,10,3,10,2.10E-06
2016,2,17,9,54,10,9,10,2,10,2,2.10E-06
2016,2,17,5,43,5,53,5,50,5,50,2.10E-06
2015,5,14,16,17,16,41,16,31,16,30,2.10E-06
2015,1,7,14,55,15,7,15,0,15,0,2.10E-06
2014,9,1,6,40,8,22,7,44,7,44,2.10E-06
2013,7,25,22,37,22,56,22,44,22,44,2.10E-06
2011,5,28,6,51,7,23,7,11,7,10,2.10E-06
2015,1,14,6,46,6,57,6,51,6,50,2.09E-06
2014,11,22,13,9,13,56,13,31,13,30,2.09E-06
2014,3,29,7,50,8,18,8,0,8,0,2.09E-06
2014,2,14,1,46,1,57,1,53,1,52,2.09E-06
2013,11,22,18,15,18,23,18,19,18,20,2.09E-06
2011,5,29,0,9,0,21,0,14,0,14,2.09E-06
2014,6,14,23,6,23,21,23,10,23,10,2.09E-06
2013,12,10,20,2,20,12,20,7,20,6,2.09E-06
2011,12,25,16,55,17,8,17,1,17,0,2.09E-06
2011,12,20,11,47,11,54,11,52,11,52,2.09E-06
2011,2,10,6,55,7,2,6,58,6,58,2.09E-06
2016,1,6,11,31,11,39,11,37,11,38,2.09E-06
2013,5,4,16,7,16,44,16,22,16,22,2.09E-06
2012,8,30,19,14,19,27,19,20,19,20,2.09E-06
2011,10,15,13,18,13,33,13,25,13,24,2.09E-06
2011,8,1,12,33,12,45,12,40,12,40,2.09E-06
2011,7,27,12,47,13,0,12,53,12,54,2.09E-06
2010,1,3,1,17,1,31,1,22,1,22,2.09E-06
2010,3,27,7,54,8,0,7,57,7,58,2.09E-06
2015,10,15,16,9,16,21,16,17,16,16,2.09E-06
2015,4,16,12,23,14,12,14,0,14,0,2.09E-06
2014,8,23,18,11,18,22,18,17,18,16,2.09E-06
2013,10,19,23,9,23,46,23,30,23,30,2.09E-06
2012,4,23,17,38,18,5,17,51,17,52,2.09E-06
2011,9,26,9,40,9,46,9,43,9,42,2.09E-06
2014,9,16,19,6,19,34,19,27,19,26,2.08E-06
2014,9,2,12,4,12,16,12,9,12,8,2.08E-06
2014,8,19,23,25,23,33,23,31,23,32,2.08E-06
2013,10,26,18,34,18,45,18,38,18,38,2.08E-06
2011,12,21,13,2,13,9,13,7,13,8,2.08E-06
2011,9,28,2,36,2,50,2,44,2,44,2.08E-06
2011,6,14,11,13,11,36,11,29,11,28,2.08E-06
2015,12,21,4,50,5,4,4,58,4,58,2.08E-06
2014,9,21,7,7,7,25,7,14,7,14,2.08E-06
2012,5,18,13,36,13,55,13,47,13,46,2.08E-06
2011,10,22,19,11,19,23,19,17,19,16,2.08E-06
2015,5,6,17,14,17,23,17,18,17,18,2.08E-06
2013,3,12,10,17,12,25,11,7,11,6,2.08E-06
2012,7,27,20,18,20,40,20,27,20,26,2.08E-06
2012,5,2,18,55,19,11,19,2,19,2,2.08E-06
2011,9,16,17,9,17,27,17,21,17,20,2.08E-06
2011,9,1,18,13,18,30,18,22,18,22,2.08E-06
2014,9,11,11,54,12,1,11,58,11,58,2.07E-06
2013,12,21,18,33,18,52,18,41,18,42,2.07E-06
2012,4,27,13,18,13,27,13,22,13,22,2.07E-06
2015,11,22,16,31,17,15,16,57,16,58,2.07E-06
2015,6,11,8,28,8,44,8,41,8,40,2.07E-06
2015,1,1,4,57,5,17,5,7,5,6,2.07E-06
2013,12,31,16,42,16,55,16,49,16,50,2.07E-06
2013,11,12,2,3,2,20,2,11,2,12,2.07E-06
2013,2,4,14,53,15,3,14,59,15,0,2.07E-06
2013,1,12,4,20,4,31,4,25,4,24,2.07E-06
2011,11,6,17,17,17,42,17,36,17,36,2.07E-06
2017,4,4,12,12,12,18,12,16,12,16,2.07E-06
2015,5,11,18,33,18,51,18,42,18,42,2.07E-06
2014,3,14,4,29,4,36,4,33,4,32,2.07E-06
2013,8,11,14,18,14,49,14,34,14,34,2.07E-06
2011,5,18,18,2,19,50,18,30,18,30,2.07E-06
2015,3,28,7,57,8,29,8,12,8,12,2.07E-06
2015,1,8,0,20,0,26,0,24,0,24,2.07E-06
2012,7,15,19,47,19,53,19,51,19,50,2.07E-06
2011,11,20,22,59,23,13,23,5,23,4,2.07E-06
2017,4,17,2,17,3,10,2,47,2,46,2.06E-06
2016,3,28,2,18,2,32,2,28,2,28,2.06E-06
2015,1,30,17,43,18,20,18,6,18,6,2.06E-06
2013,1,13,16,4,16,9,16,6,16,6,2.06E-06
2017,4,4,13,31,13,56,13,41,13,40,2.06E-06
2015,12,25,9,20,10,1,9,38,9,38,2.06E-06
2015,1,24,7,32,7,46,7,40,7,40,2.06E-06
2013,4,25,1,57,2,32,2,23,2,24,2.06E-06
2013,2,21,4,1,4,16,4,9,4,10,2.06E-06
2015,4,12,21,20,21,40,21,27,21,28,2.06E-06
2015,3,2,14,7,14,21,14,13,14,12,2.06E-06
2014,2,27,7,18,7,24,7,21,7,22,2.06E-06
2013,11,25,10,2,12,16,11,49,11,48,2.06E-06
2012,10,17,14,27,14,40,14,34,14,34,2.06E-06
2012,6,15,18,5,18,27,18,16,18,16,2.06E-06
2011,8,2,9,24,9,29,9,27,9,28,2.06E-06
2014,3,24,13,41,13,52,13,46,13,46,2.06E-06
2014,3,11,23,52,0,3,23,57,23,56,2.06E-06
2013,10,18,8,16,8,24,8,21,8,20,2.06E-06
2015,8,24,6,11,6,24,6,15,6,14,2.05E-06
2015,3,18,17,56,18,2,18,0,18,0,2.05E-06
2014,4,16,17,30,17,41,17,36,17,36,2.05E-06
2014,2,17,8,3,8,18,8,10,8,10,2.05E-06
2012,7,9,23,3,23,11,23,7,23,6,2.05E-06
2011,5,28,18,42,18,50,18,46,18,46,2.05E-06
2010,5,7,7,29,8,2,7,42,7,42,2.05E-06
2015,12,12,3,9,3,21,3,16,3,16,2.05E-06
2015,5,5,3,0,3,5,3,3,3,2,2.05E-06
2014,3,3,2,20,2,27,2,24,2,24,2.05E-06
2012,8,11,16,28,17,3,16,42,16,42,2.05E-06
2017,4,4,9,46,9,58,9,51,9,50,2.05E-06
2015,5,5,17,4,17,10,17,8,17,8,2.05E-06
2013,4,30,1,53,2,6,1,59,1,58,2.05E-06
2013,1,15,5,52,5,59,5,56,5,56,2.05E-06
2014,9,6,0,0,0,6,0,3,0,2,2.05E-06
2013,5,4,19,31,19,42,19,37,19,36,2.05E-06
2013,4,29,4,13,4,27,4,23,4,24,2.05E-06
2012,5,18,12,52,13,34,13,15,13,16,2.05E-06
2012,4,30,9,13,9,21,9,17,9,16,2.05E-06
2011,10,13,18,16,19,0,18,50,18,50,2.05E-06
2014,1,29,23,12,23,20,23,16,23,16,2.04E-06
2013,4,13,3,29,3,36,3,34,3,34,2.04E-06
2012,10,10,6,40,6,46,6,44,6,44,2.04E-06
2012,7,2,8,50,8,58,8,55,8,54,2.04E-06
2011,4,14,2,49,3,23,2,58,2,58,2.04E-06
2015,3,11,14,30,14,46,14,38,14,38,2.04E-06
2014,11,28,11,16,11,25,11,20,11,20,2.04E-06
2014,4,22,3,42,4,34,4,20,4,20,2.04E-06
2013,11,15,11,31,11,40,11,35,11,34,2.04E-06
2012,4,29,0,52,0,57,0,55,0,56,2.04E-06
2012,3,9,1,23,1,34,1,28,1,28,2.04E-06
2012,1,8,6,8,6,16,6,13,6,14,2.04E-06
2010,11,6,2,16,2,50,2,38,2,38,2.04E-06
2016,7,21,13,30,13,37,13,34,13,34,2.04E-06
2016,2,13,22,7,22,16,22,13,22,12,2.04E-06
2016,1,29,4,15,4,36,4,29,4,30,2.04E-06
2011,12,28,13,5,13,16,13,10,13,10,2.04E-06
2015,6,28,17,7,17,18,17,14,17,14,2.04E-06
2015,5,4,10,23,10,38,10,32,10,32,2.04E-06
2014,11,23,3,30,4,43,4,27,4,26,2.04E-06
2014,4,20,11,53,12,12,12,7,12,6,2.04E-06
2013,11,5,19,58,20,17,20,7,20,6,2.04E-06
2013,10,21,22,31,22,58,22,46,22,46,2.04E-06
2015,10,31,15,48,16,3,15,53,15,54,2.03E-06
2011,9,3,17,32,17,39,17,36,17,36,2.03E-06
2015,11,21,13,11,13,29,13,24,13,24,2.03E-06
2015,10,2,4,20,4,29,4,25,4,24,2.03E-06
2015,5,8,21,32,22,20,21,50,21,50,2.03E-06
2015,4,16,5,25,6,19,6,5,6,6,2.03E-06
2015,3,10,7,18,7,29,7,27,7,26,2.03E-06
2011,9,20,6,44,7,0,6,56,6,56,2.03E-06
2016,1,29,20,48,22,57,21,46,21,46,2.03E-06
2014,2,19,7,20,7,34,7,26,7,26,2.03E-06
2013,5,1,6,50,7,1,6,55,6,56,2.03E-06
2015,7,24,14,35,14,49,14,44,14,44,2.03E-06
2014,9,29,3,47,3,55,3,51,3,50,2.02E-06
2014,8,30,4,16,4,39,4,28,4,28,2.02E-06
2014,6,21,11,4,11,27,11,19,11,18,2.02E-06
2013,12,31,5,21,5,38,5,32,5,32,2.02E-06
2013,10,12,6,24,6,37,6,28,6,28,2.02E-06
2011,12,21,22,37,22,47,22,43,22,44,2.02E-06
2015,9,27,16,12,16,28,16,16,16,16,2.02E-06
2014,11,5,14,24,14,31,14,28,14,28,2.02E-06
2014,2,23,22,44,23,18,23,5,23,4,2.02E-06
2014,2,8,17,52,18,2,17,56,17,56,2.02E-06
2015,5,3,23,4,0,7,23,47,23,46,2.02E-06
2015,3,6,23,36,23,46,23,41,23,40,2.02E-06
2014,11,14,23,15,23,58,23,39,23,40,2.02E-06
2014,10,16,18,4,18,17,18,10,18,10,2.02E-06
2014,4,13,20,12,20,22,20,17,20,18,2.02E-06
2013,8,9,20,13,20,43,20,28,20,28,2.02E-06
2011,3,3,23,24,23,46,23,34,23,34,2.02E-06
2015,10,2,1,26,1,31,1,29,1,30,2.01E-06
2013,1,12,15,43,16,13,15,54,15,54,2.01E-06
2012,11,29,11,13,11,23,11,18,11,18,2.01E-06
2011,11,24,23,8,23,29,23,25,23,26,2.01E-06
2011,5,28,17,20,17,26,17,23,17,24,2.01E-06
2015,1,4,23,41,23,48,23,45,23,46,2.01E-06
2011,2,28,7,34,7,40,7,38,7,38,2.01E-06
2014,3,8,17,54,18,15,18,0,18,0,2.01E-06
2013,5,13,9,24,9,37,9,29,9,28,2.01E-06
2013,5,5,16,48,17,0,16,53,16,52,2.01E-06
2011,11,22,23,11,23,47,23,39,23,40,2.01E-06
2011,4,27,2,26,3,1,2,33,2,32,2.01E-06
2014,1,30,0,3,0,12,0,7,0,6,2.01E-06
2012,8,8,16,10,16,28,16,21,16,22,2.01E-06
2011,11,18,19,4,19,11,19,8,19,8,2.01E-06
2016,2,16,13,36,13,57,13,52,13,52,2.00E-06
2015,10,31,17,23,17,32,17,28,17,28,2.00E-06
2015,4,25,18,3,19,30,18,49,18,48,2.00E-06
2012,6,7,12,6,12,26,12,16,12,16,2.00E-06
2012,1,15,2,6,2,13,2,9,2,8,2.00E-06
2011,4,23,3,39,4,0,3,53,3,54,2.00E-06
2011,2,19,21,7,21,17,21,13,21,14,2.00E-06
2017,4,4,21,31,21,39,21,36,21,36,2.00E-06
2015,12,5,16,16,16,32,16,23,16,24,2.00E-06
2015,5,15,22,18,22,39,22,30,22,30,2.00E-06
2014,8,21,15,45,15,55,15,50,15,50,2.00E-06
2014,1,27,6,51,6,58,6,54,6,54,2.00E-06
2013,11,14,20,26,20,42,20,31,20,32,2.00E-06
2014,6,8,8,34,10,49,10,2,10,2,2.00E-06
2014,4,20,5,12,5,23,5,17,5,18,2.00E-06
2014,3,20,0,19,0,37,0,29,0,28,2.00E-06
2013,4,21,5,57,6,2,6,0,6,0,2.00E-06
2011,11,23,3,4,3,16,3,11,3,10,2.00E-06
2010,2,9,4,4,4,22,4,17,4,16,2.00E-06
2015,1,29,13,30,13,40,13,33,13,32,1.99E-06
2014,8,31,15,30,15,38,15,35,15,34,1.99E-06
2014,7,30,5,42,5,59,5,48,5,48,1.99E-06
2012,5,18,15,44,16,14,15,56,15,56,1.99E-06
2011,12,17,22,47,22,58,22,55,22,54,1.99E-06
2011,11,17,1,30,1,35,1,33,1,32,1.99E-06
2011,10,29,9,17,9,26,9,22,9,22,1.99E-06
2016,2,19,3,6,3,52,3,21,3,20,1.99E-06
2013,7,11,23,55,0,4,0,1,0,0,1.99E-06
2011,12,5,3,9,3,32,3,16,3,16,1.99E-06
2011,4,11,20,25,20,40,20,30,20,30,1.99E-06
2013,10,20,12,41,12,50,12,45,12,44,1.99E-06
2013,5,10,2,57,3,6,3,1,3,0,1.99E-06
2012,12,1,10,17,10,42,10,30,10,30,1.99E-06
2012,8,7,3,8,3,23,3,17,3,16,1.99E-06
2015,3,12,23,24,23,39,23,31,23,32,1.98E-06
2014,7,31,18,34,19,7,18,55,18,56,1.98E-06
2014,4,25,22,19,22,38,22,30,22,30,1.98E-06
2012,8,9,1,9,2,58,2,24,2,24,1.98E-06
2012,5,10,1,57,2,4,2,0,2,0,1.98E-06
2011,10,16,17,28,17,48,17,37,17,38,1.98E-06
2011,9,16,15,5,15,12,15,8,15,8,1.98E-06
2011,5,12,12,11,12,48,12,36,12,36,1.98E-06
2014,1,8,10,25,10,36,10,29,10,30,1.98E-06
2012,5,11,4,28,4,39,4,35,4,36,1.98E-06
2011,4,13,3,21,3,36,3,30,3,30,1.98E-06
2014,7,6,20,48,20,56,20,52,20,52,1.98E-06
2013,5,22,2,25,3,8,2,56,2,56,1.98E-06
2012,11,26,0,37,0,45,0,42,0,42,1.98E-06
2012,9,30,22,39,22,47,22,43,22,44,1.98E-06
2014,8,23,14,7,14,22,14,13,14,12,1.98E-06
2013,12,17,21,28,21,40,21,34,21,34,1.98E-06
2012,5,8,8,23,8,40,8,36,8,36,1.98E-06
2012,5,5,2,57,3,5,3,2,3,2,1.98E-06
2012,4,22,20,52,21,0,20,56,20,56,1.98E-06
2011,10,13,11,29,12,55,12,23,12,22,1.98E-06
2011,9,18,15,48,15,58,15,52,15,52,1.98E-06
2015,1,9,22,16,22,40,22,28,22,28,1.97E-06
2014,11,3,20,48,21,17,21,1,21,0,1.97E-06
2013,11,10,15,12,16,12,15,47,15,48,1.97E-06
2013,5,13,8,2,8,11,8,7,8,6,1.97E-06
2011,9,11,13,18,13,36,13,26,13,26,1.97E-06
2011,2,19,16,26,16,32,16,30,16,30,1.97E-06
2014,6,11,12,45,12,50,12,48,12,48,1.97E-06
2014,2,3,0,56,1,2,0,59,0,58,1.97E-06
2012,6,14,7,31,7,42,7,37,7,36,1.97E-06
2011,10,16,3,28,3,39,3,34,3,34,1.97E-06
2013,3,16,7,14,7,23,7,18,7,18,1.97E-06
2012,7,11,15,57,16,6,16,2,16,2,1.97E-06
2012,3,10,7,31,8,1,7,46,7,46,1.97E-06
2011,9,23,20,46,20,52,20,49,20,48,1.97E-06
2011,8,17,1,44,3,44,2,54,2,54,1.97E-06
2011,2,19,7,40,7,47,7,44,7,44,1.97E-06
2015,3,14,23,9,23,17,23,14,23,14,1.96E-06
2015,2,7,12,18,12,25,12,22,12,22,1.96E-06
2013,5,14,12,18,12,24,12,22,12,22,1.96E-06
2013,5,10,4,1,4,14,4,7,4,8,1.96E-06
2012,9,6,1,51,2,15,2,6,2,6,1.96E-06
2015,6,23,12,9,12,38,12,19,12,20,1.96E-06
2015,5,13,9,40,10,4,9,45,9,44,1.96E-06
2014,4,9,18,8,19,44,18,53,18,54,1.96E-06
2012,8,18,8,50,9,4,8,58,8,58,1.96E-06
2012,5,12,5,7,5,23,5,17,5,18,1.96E-06
2015,11,25,7,28,8,46,8,27,8,26,1.96E-06
2014,7,7,18,16,18,28,18,21,18,20,1.96E-06
2014,6,6,13,20,13,32,13,27,13,26,1.96E-06
2013,11,19,17,55,18,5,18,1,18,0,1.96E-06
2013,7,16,10,10,10,21,10,16,10,16,1.96E-06
2012,9,5,5,30,6,31,5,51,5,52,1.96E-06
2012,7,27,11,44,11,53,11,49,11,48,1.96E-06
2011,2,18,16,36,16,41,16,39,16,38,1.96E-06
2015,3,13,11,7,11,47,11,23,11,24,1.96E-06
2015,1,14,10,38,10,51,10,42,10,42,1.96E-06
2014,11,18,14,21,17,33,15,22,15,22,1.96E-06
2014,8,29,17,59,18,16,18,8,18,8,1.96E-06
2014,5,9,8,14,8,28,8,19,8,18,1.96E-06
2014,4,11,9,22,9,36,9,29,9,28,1.96E-06
2014,4,7,3,33,3,57,3,41,3,42,1.96E-06
2013,10,15,3,23,3,48,3,33,3,34,1.96E-06
2013,1,13,1,42,1,55,1,48,1,48,1.96E-06
2012,10,9,14,48,15,11,15,1,15,0,1.96E-06
2012,1,5,7,1,7,43,7,22,7,22,1.96E-06
2011,12,7,5,55,6,20,6,5,6,6,1.96E-06
2011,8,9,18,4,18,42,18,11,18,10,1.96E-06
2010,1,17,22,12,22,41,22,33,22,32,1.96E-06
2015,10,19,13,36,13,59,13,43,13,44,1.95E-06
2015,6,16,20,24,20,48,20,32,20,32,1.95E-06
2014,6,30,21,30,22,18,21,54,21,54,1.95E-06
2014,2,26,10,50,10,58,10,54,10,54,1.95E-06
2013,12,27,11,10,11,28,11,22,11,22,1.95E-06
2013,11,6,8,28,8,43,8,37,8,38,1.95E-06
2013,7,6,21,51,21,57,21,55,21,56,1.95E-06
2013,4,27,15,8,15,37,15,13,15,14,1.95E-06
2010,2,15,1,5,1,34,1,16,1,16,1.95E-06
2017,6,3,9,37,10,5,9,57,9,56,1.95E-06
2011,9,14,8,29,8,42,8,36,8,36,1.95E-06
2015,9,27,5,56,6,7,6,2,6,2,1.95E-06
2012,11,29,2,27,2,46,2,37,2,38,1.95E-06
2011,12,30,4,4,4,45,4,36,4,36,1.95E-06
2011,11,22,7,25,7,32,7,29,7,30,1.95E-06
2011,10,16,9,31,9,54,9,42,9,42,1.95E-06
2011,4,6,17,52,18,29,18,7,18,6,1.95E-06
2016,7,16,0,28,0,38,0,34,0,34,1.95E-06
2015,3,5,22,45,23,6,22,59,22,58,1.95E-06
2015,1,29,9,18,9,29,9,22,9,22,1.95E-06
2014,9,16,23,51,0,8,23,58,23,58,1.95E-06
2013,6,21,21,0,22,39,22,17,22,16,1.95E-06
2013,6,20,9,13,9,25,9,20,9,20,1.95E-06
2013,2,4,20,35,20,47,20,42,20,42,1.95E-06
2013,1,6,9,15,10,12,9,50,9,50,1.95E-06
2012,5,10,13,10,13,26,13,15,13,16,1.95E-06
2012,5,4,23,50,0,2,23,56,23,56,1.95E-06
2011,3,10,14,21,14,28,14,24,14,24,1.95E-06
2015,10,31,0,24,0,31,0,28,0,28,1.94E-06
2015,7,6,15,26,15,37,15,31,15,30,1.94E-06
2015,4,5,3,8,3,57,3,36,3,36,1.94E-06
2014,9,11,6,33,6,42,6,36,6,36,1.94E-06
2014,4,10,8,46,11,21,10,53,10,52,1.94E-06
2013,8,20,1,25,1,32,1,29,1,30,1.94E-06
2013,4,23,19,29,19,39,19,34,19,34,1.94E-06
2012,8,31,9,4,10,19,10,4,10,4,1.94E-06
2011,2,18,16,42,16,53,16,45,16,44,1.94E-06
2015,12,24,10,46,11,16,11,7,11,6,1.94E-06
2015,1,6,21,58,22,11,22,4,22,4,1.94E-06
2014,4,16,1,10,1,34,1,18,1,18,1.94E-06
2014,4,2,23,48,23,53,23,51,23,52,1.94E-06
2013,12,9,15,49,15,55,15,52,15,52,1.94E-06
2011,2,16,21,6,21,14,21,11,21,10,1.94E-06
2013,8,22,21,16,22,34,22,7,22,8,1.94E-06
2013,4,29,3,40,3,49,3,44,3,44,1.94E-06
2012,3,18,2,28,2,44,2,37,2,38,1.94E-06
2011,9,1,12,42,12,53,12,48,12,48,1.94E-06
2011,2,18,3,20,3,40,3,34,3,34,1.94E-06
2016,11,29,22,57,23,26,23,17,23,18,1.94E-06
2015,3,16,20,12,20,20,20,15,20,14,1.94E-06
2014,8,28,15,8,15,55,15,20,15,20,1.94E-06
2013,4,9,0,14,0,30,0,21,0,20,1.94E-06
2012,5,6,19,22,19,32,19,26,19,26,1.94E-06
2011,2,16,0,58,1,10,1,5,1,4,1.94E-06
2016,4,7,11,6,11,21,11,13,11,12,1.93E-06
2015,6,16,20,11,20,21,20,16,20,16,1.93E-06
2014,4,21,9,13,10,20,9,35,9,34,1.93E-06
2013,11,13,22,53,23,4,22,59,22,58,1.93E-06
2012,6,28,19,38,20,16,19,42,19,42,1.93E-06
2011,11,13,14,58,15,11,15,5,15,6,1.93E-06
2014,11,30,13,43,13,53,13,48,13,48,1.93E-06
2014,4,5,10,40,11,0,10,50,10,50,1.93E-06
2013,11,6,1,49,1,55,1,53,1,52,1.93E-06
2013,2,19,10,9,11,26,10,51,10,50,1.93E-06
2011,11,9,1,43,2,51,2,19,2,18,1.93E-06
2011,10,6,9,12,10,9,9,44,9,44,1.93E-06
2014,12,13,6,56,7,9,7,3,7,2,1.93E-06
2014,12,6,17,30,17,37,17,34,17,34,1.93E-06
2014,10,3,22,7,22,20,22,15,22,16,1.93E-06
2014,7,3,6,55,7,8,7,0,7,0,1.93E-06
2011,2,17,9,24,9,35,9,30,9,30,1.93E-06
2010,1,21,3,49,3,58,3,54,3,54,1.93E-06
2014,3,24,14,29,14,53,14,45,14,46,1.93E-06
2014,2,21,11,1,11,36,11,17,11,18,1.93E-06
2012,7,14,7,31,7,37,7,34,7,34,1.93E-06
2012,5,5,16,42,16,51,16,48,16,48,1.93E-06
2012,5,2,20,38,21,2,20,50,20,50,1.93E-06
2015,6,14,11,0,11,22,11,10,11,10,1.92E-06
2015,5,10,8,0,9,0,8,29,8,28,1.92E-06
2015,1,27,9,11,9,40,9,24,9,24,1.92E-06
2014,2,27,10,41,10,48,10,45,10,44,1.92E-06
2011,10,18,6,39,6,45,6,43,6,42,1.92E-06
2011,4,15,14,42,14,57,14,49,14,48,1.92E-06
2017,4,4,1,28,1,36,1,32,1,32,1.92E-06
2014,12,30,18,0,18,23,18,8,18,8,1.92E-06
2014,11,2,23,38,23,57,23,52,23,52,1.92E-06
2014,4,19,23,32,23,46,23,37,23,38,1.92E-06
2014,3,22,16,55,17,50,17,24,17,24,1.92E-06
2013,11,13,11,53,12,12,12,7,12,6,1.92E-06
2013,10,29,3,28,3,43,3,31,3,30,1.92E-06
2013,4,20,2,26,2,33,2,31,2,32,1.92E-06
2012,5,5,23,28,23,36,23,33,23,32,1.92E-06
2011,12,14,1,10,1,19,1,14,1,14,1.92E-06
2016,9,22,17,35,18,9,17,53,17,54,1.92E-06
2013,1,8,7,18,7,26,7,23,7,24,1.92E-06
2014,12,14,1,47,1,58,1,53,1,52,1.91E-06
2014,10,30,15,6,15,14,15,9,15,8,1.91E-06
2014,3,3,19,15,19,32,19,22,19,22,1.91E-06
2013,10,26,0,51,0,57,0,54,0,54,1.91E-06
2013,1,18,9,37,9,45,9,43,9,42,1.91E-06
2011,12,22,13,4,13,41,13,20,13,20,1.91E-06
2011,11,13,8,11,8,34,8,20,8,20,1.91E-06
2011,3,11,11,10,11,22,11,15,11,14,1.91E-06
2015,8,7,16,59,17,26,17,6,17,6,1.91E-06
2015,6,12,4,33,4,48,4,39,4,38,1.91E-06
2015,2,1,6,39,6,47,6,45,6,44,1.91E-06
2014,10,20,14,40,14,47,14,43,14,42,1.91E-06
2014,6,6,19,26,19,33,19,31,19,30,1.91E-06
2012,9,3,9,35,9,58,9,42,9,42,1.91E-06
2012,5,11,17,8,17,20,17,16,17,16,1.91E-06
2011,4,15,11,29,11,48,11,36,11,36,1.91E-06
2015,8,14,1,55,2,4,2,0,2,0,1.91E-06
2015,4,23,1,14,1,20,1,18,1,18,1.91E-06
2015,3,18,22,55,23,5,23,1,23,0,1.91E-06
2014,10,20,1,58,2,4,2,1,2,0,1.91E-06
2014,3,16,5,57,6,13,6,4,6,4,1.91E-06
2012,9,24,19,23,19,39,19,31,19,30,1.91E-06
2011,3,30,19,42,20,13,20,5,20,4,1.91E-06
2015,10,24,4,20,4,32,4,28,4,28,1.91E-06
2015,10,14,13,20,13,45,13,38,13,38,1.91E-06
2013,10,16,9,10,9,30,9,20,9,20,1.91E-06
2012,11,27,13,25,13,40,13,32,13,32,1.91E-06
2012,10,1,8,16,11,10,10,6,10,6,1.91E-06
2012,10,1,6,17,11,47,10,6,10,6,1.91E-06
2012,9,10,8,26,9,37,9,32,9,32,1.91E-06
2011,12,21,18,7,18,17,18,12,18,12,1.91E-06
2011,5,31,4,34,4,49,4,43,4,44,1.91E-06
2014,7,24,1,40,2,1,1,51,1,50,1.90E-06
2014,7,5,5,51,5,59,5,54,5,54,1.90E-06
2014,7,1,8,57,9,31,9,11,9,10,1.90E-06
2014,4,16,6,37,6,48,6,45,6,44,1.90E-06
2011,6,14,0,32,0,49,0,41,0,42,1.90E-06
2011,2,10,6,20,6,46,6,40,6,40,1.90E-06
2015,11,1,3,35,3,44,3,39,3,38,1.90E-06
2015,8,26,19,20,19,24,19,22,19,22,1.90E-06
2015,5,15,6,44,6,53,6,50,6,50,1.90E-06
2015,2,9,22,36,22,45,22,40,22,40,1.90E-06
2012,12,22,22,15,22,23,22,20,22,20,1.90E-06
2012,11,26,12,1,12,20,12,12,12,12,1.90E-06
2011,12,14,22,38,22,56,22,47,22,46,1.90E-06
2011,4,12,12,21,12,38,12,32,12,32,1.90E-06
2015,1,5,2,4,2,11,2,9,2,8,1.90E-06
2014,5,3,9,22,9,31,9,28,9,28,1.90E-06
2013,4,28,16,58,17,4,17,2,17,2,1.90E-06
2012,3,9,16,12,16,26,16,17,16,16,1.90E-06
2011,10,7,18,53,19,1,18,57,18,56,1.90E-06
2011,4,22,7,8,7,35,7,32,7,32,1.90E-06
2015,3,3,6,8,6,45,6,34,6,34,1.90E-06
2015,1,9,17,26,18,1,17,48,17,48,1.90E-06
2013,11,23,8,43,8,48,8,46,8,46,1.90E-06
2013,11,19,0,14,0,56,0,36,0,36,1.90E-06
2013,11,6,11,46,11,56,11,51,11,52,1.90E-06
2015,6,10,0,10,1,28,0,55,0,56,1.89E-06
2014,5,20,1,11,2,37,1,48,1,48,1.89E-06
2012,5,5,5,55,7,1,6,39,6,38,1.89E-06
2012,3,3,18,13,20,46,19,48,19,48,1.89E-06
2014,2,18,6,19,6,27,6,23,6,22,1.89E-06
2013,12,19,9,3,9,24,9,18,9,18,1.89E-06
2013,11,19,5,4,5,37,5,26,5,26,1.89E-06
2013,11,14,0,16,0,24,0,20,0,20,1.89E-06
2012,7,16,18,29,18,40,18,36,18,36,1.89E-06
2012,7,2,12,19,12,42,12,28,12,28,1.89E-06
2016,2,15,19,46,19,55,19,52,19,52,1.89E-06
2015,2,3,20,59,21,39,21,11,21,10,1.89E-06
2014,6,29,7,59,8,14,8,6,8,6,1.89E-06
2014,4,20,14,18,15,1,14,46,14,46,1.89E-06
2014,4,18,19,35,20,13,20,1,20,0,1.89E-06
