Year,Month,Day,Hour Start,Minute Start,Hour End,Minute End,Hour Peak,Minute Peak,Hour Peak,Minute Peak,Peak Flux
2015,12,21,3,10,3,21,3,16,3,16,2.35E-06
2015,9,27,12,47,13,2,12,52,12,52,2.35E-06
2015,3,29,10,37,10,44,10,42,10,42,2.35E-06
2015,3,11,2,12,2,25,2,19,2,18,2.35E-06
2014,12,28,13,33,13,49,13,40,13,40,2.35E-06
2013,12,13,1,33,1,41,1,38,1,38,2.35E-06
2013,10,25,13,30,13,42,13,37,13,36,2.35E-06
2011,10,31,0,50,1,29,1,10,1,10,2.35E-06
2011,9,27,8,5,8,21,8,13,8,12,2.35E-06
2015,4,22,1,11,1,19,1,15,1,16,2.35E-06
2014,9,2,0,9,0,24,0,16,0,16,2.35E-06
2014,7,12,7,10,7,17,7,14,7,14,2.35E-06
2012,7,3,4,14,4,20,4,18,4,18,2.35E-06
2015,2,20,15,4,15,54,15,22,15,22,2.35E-06
2014,5,21,0,59,2,6,1,38,1,38,2.35E-06
2013,5,13,7,2,7,9,7,6,7,6,2.35E-06
2012,7,29,3,12,3,30,3,18,3,18,2.35E-06
2017,6,3,14,47,15,0,14,56,14,56,2.34E-06
2015,10,17,6,25,6,32,6,29,6,28,2.34E-06
2015,8,29,7,20,7,40,7,32,7,32,2.34E-06
2014,9,27,15,32,16,13,15,51,15,50,2.34E-06
2014,6,11,11,37,11,47,11,42,11,42,2.34E-06
2014,2,15,5,49,5,58,5,53,5,54,2.34E-06
2014,1,18,3,21,3,33,3,27,3,28,2.34E-06
2012,6,10,19,42,19,58,19,51,19,50,2.34E-06
2012,5,11,9,37,9,52,9,46,9,46,2.34E-06
2012,2,11,23,26,23,36,23,33,23,32,2.34E-06
2012,1,16,0,14,0,22,0,18,0,18,2.34E-06
2011,10,7,3,55,4,10,4,3,4,2,2.34E-06
2012,10,10,14,25,14,34,14,31,14,32,2.34E-06
2012,9,4,7,9,7,20,7,15,7,16,2.34E-06
2011,2,17,2,46,3,21,3,8,3,8,2.34E-06
2010,11,15,7,28,8,1,7,49,7,50,2.34E-06
2012,5,3,16,39,17,23,16,56,16,56,2.34E-06
2012,2,26,21,35,21,49,21,41,21,42,2.34E-06
2012,10,23,13,10,13,18,13,15,13,16,2.34E-06
2014,10,19,23,54,0,16,0,10,0,10,2.33E-06
2014,10,17,20,43,21,18,21,12,21,12,2.33E-06
2013,12,14,11,0,11,40,11,24,11,24,2.33E-06
2013,12,12,11,32,12,9,11,39,11,40,2.33E-06
2012,9,30,14,21,14,33,14,26,14,26,2.33E-06
2012,9,3,22,8,22,15,22,12,22,12,2.33E-06
2015,12,21,23,38,0,38,0,14,0,14,2.33E-06
2014,6,16,17,59,18,12,18,7,18,6,2.33E-06
2014,2,6,16,17,16,23,16,20,16,20,2.33E-06
2013,12,27,23,20,23,56,23,36,23,36,2.33E-06
2012,8,1,12,47,12,58,12,52,12,52,2.33E-06
2016,5,1,9,14,9,27,9,22,9,22,2.33E-06
2015,8,24,13,47,13,59,13,56,13,56,2.33E-06
2015,6,13,23,9,23,21,23,14,23,14,2.33E-06
2014,11,23,6,20,6,45,6,36,6,36,2.33E-06
2014,4,21,23,20,23,40,23,31,23,32,2.33E-06
2013,5,6,0,8,0,17,0,13,0,14,2.33E-06
2012,7,30,4,16,4,28,4,24,4,24,2.33E-06
2014,9,3,1,31,1,40,1,37,1,36,2.32E-06
2014,7,9,4,5,4,12,4,9,4,10,2.32E-06
2016,2,15,9,29,9,44,9,35,9,34,2.32E-06
2015,11,3,0,39,1,12,0,53,0,54,2.32E-06
2011,2,21,9,1,9,9,9,6,9,6,2.32E-06
2013,11,14,1,1,1,21,1,12,1,12,2.32E-06
2013,7,18,17,56,18,58,18,23,18,22,2.32E-06
2014,3,3,6,49,6,59,6,54,6,54,2.32E-06
2011,8,17,4,19,5,7,4,29,4,30,2.32E-06
2015,12,29,20,7,20,34,20,19,20,18,2.31E-06
2012,8,6,14,1,14,12,14,8,14,8,2.31E-06
2012,3,12,1,34,2,8,1,55,1,54,2.31E-06
2012,3,5,10,29,10,36,10,32,10,32,2.31E-06
2011,4,28,11,51,12,3,11,58,11,58,2.31E-06
2014,11,9,22,21,22,26,22,24,22,24,2.31E-06
2014,9,4,11,10,11,26,11,22,11,22,2.31E-06
2014,1,29,19,9,19,27,19,16,19,16,2.31E-06
2012,8,18,19,6,19,19,19,13,19,12,2.31E-06
2011,9,16,8,42,8,49,8,46,8,46,2.31E-06
2014,4,23,12,5,12,38,12,14,12,14,2.31E-06
2012,5,2,17,55,18,13,18,5,18,6,2.31E-06
2015,6,29,17,58,18,14,18,7,18,6,2.31E-06
2014,11,22,14,21,15,7,14,41,14,40,2.31E-06
2014,6,18,6,4,6,26,6,14,6,14,2.31E-06
2014,6,11,2,56,3,10,3,2,3,2,2.31E-06
2012,10,15,3,26,3,39,3,33,3,34,2.31E-06
2014,11,23,18,37,19,2,18,46,18,46,2.30E-06
2013,10,29,7,32,7,55,7,48,7,48,2.30E-06
2013,10,24,9,43,9,55,9,50,9,50,2.30E-06
2012,8,19,4,3,4,40,4,23,4,24,2.30E-06
2012,3,11,3,21,3,26,3,23,3,22,2.30E-06
2011,12,29,19,18,19,32,19,25,19,24,2.30E-06
2011,1,21,16,38,17,17,17,12,17,12,2.30E-06
2017,4,3,4,19,4,31,4,26,4,26,2.30E-06
2015,6,12,7,15,7,27,7,21,7,22,2.30E-06
2010,1,19,23,17,23,38,23,26,23,26,2.30E-06
2015,4,16,11,17,11,30,11,22,11,22,2.30E-06
2012,7,3,21,47,21,54,21,51,21,50,2.30E-06
2010,10,25,22,6,22,18,22,12,22,12,2.30E-06
2015,10,30,0,45,0,56,0,50,0,50,2.30E-06
2015,8,29,14,46,15,41,15,25,15,24,2.30E-06
2013,12,30,15,9,15,32,15,17,15,16,2.30E-06
2013,12,20,2,53,3,2,2,58,2,58,2.30E-06
2013,12,8,10,1,10,19,10,9,10,10,2.30E-06
2013,7,20,3,34,3,44,3,38,3,38,2.30E-06
2011,8,31,11,16,11,31,11,24,11,24,2.30E-06
2015,3,15,13,3,13,9,13,6,13,6,2.29E-06
2014,6,30,6,52,7,10,7,2,7,2,2.29E-06
2011,10,23,5,28,5,34,5,31,5,32,2.29E-06
2010,12,14,15,3,16,55,15,50,15,50,2.29E-06
2015,6,13,12,31,13,10,12,50,12,50,2.29E-06
2014,2,15,3,10,3,28,3,18,3,18,2.29E-06
2013,4,12,4,2,4,22,4,14,4,14,2.29E-06
2013,3,15,10,39,10,46,10,44,10,44,2.29E-06
2011,10,5,0,11,1,4,0,25,0,24,2.29E-06
2011,9,15,2,41,2,50,2,46,2,46,2.29E-06
2016,7,20,3,32,3,38,3,35,3,34,2.29E-06
2015,6,29,14,43,15,5,14,55,14,54,2.29E-06
2015,5,14,6,52,7,36,7,31,7,30,2.29E-06
2014,12,2,3,51,4,51,4,29,4,30,2.29E-06
2014,6,26,9,10,9,30,9,18,9,18,2.29E-06
2015,3,14,1,44,2,6,1,53,1,52,2.28E-06
2015,2,7,19,28,19,51,19,38,19,38,2.28E-06
2014,12,14,21,45,21,56,21,50,21,50,2.28E-06
2013,11,16,1,59,2,10,2,5,2,4,2.28E-06
2013,11,14,18,44,18,59,18,50,18,50,2.28E-06
2013,7,28,5,35,6,58,6,18,6,18,2.28E-06
2013,1,16,18,21,20,5,19,23,19,24,2.28E-06
2010,1,20,15,10,15,28,15,20,15,20,2.28E-06
2014,2,9,11,51,12,23,12,7,12,6,2.28E-06
2013,12,20,11,5,11,18,11,11,11,12,2.28E-06
2013,5,1,18,42,19,9,18,51,18,50,2.28E-06
2012,5,12,13,19,13,37,13,25,13,24,2.28E-06
2011,3,6,19,32,19,41,19,37,19,36,2.28E-06
2010,2,8,21,53,22,1,21,58,21,58,2.28E-06
2014,4,22,20,3,21,9,20,51,20,52,2.28E-06
2011,8,3,18,52,19,6,19,0,19,0,2.28E-06
2015,3,10,23,0,23,18,23,12,23,12,2.28E-06
2010,4,30,19,28,19,38,19,34,19,34,2.27E-06
2015,6,12,0,44,0,54,0,50,0,50,2.27E-06
2015,5,10,12,45,13,23,13,3,13,2,2.27E-06
2015,2,4,10,3,10,9,10,7,10,8,2.27E-06
2014,11,19,18,57,19,7,19,3,19,2,2.27E-06
2014,9,13,0,0,0,15,0,9,0,8,2.27E-06
2014,8,5,14,12,14,23,14,18,14,18,2.27E-06
2014,7,31,21,10,21,27,21,17,21,16,2.27E-06
2013,8,21,7,25,8,3,7,43,7,44,2.27E-06
2012,8,7,8,13,8,24,8,18,8,18,2.27E-06
2012,7,16,13,1,13,19,13,10,13,10,2.27E-06
2012,5,31,13,26,14,46,14,32,14,32,2.27E-06
2012,3,6,6,47,6,53,6,50,6,50,2.27E-06
2011,11,10,15,48,15,59,15,52,15,52,2.27E-06
2014,12,3,2,30,2,37,2,34,2,34,2.27E-06
2014,3,4,21,46,21,54,21,51,21,50,2.27E-06
2013,5,22,0,50,0,57,0,54,0,54,2.27E-06
2011,9,19,4,52,5,14,4,59,4,58,2.27E-06
2010,11,11,12,58,13,12,13,7,13,8,2.27E-06
2014,11,24,16,12,16,30,16,20,16,20,2.27E-06
2013,5,6,1,58,2,13,2,5,2,4,2.27E-06
2012,5,10,1,44,1,52,1,48,1,48,2.27E-06
2013,9,20,9,56,10,8,10,2,10,2,2.26E-06
2012,9,1,18,54,19,12,19,2,19,2,2.26E-06
2012,7,2,7,3,7,10,7,7,7,8,2.26E-06
2011,3,5,1,5,1,12,1,10,1,10,2.26E-06
2010,3,26,21,8,21,19,21,16,21,16,2.26E-06
2015,12,2,4,25,5,4,4,46,4,46,2.26E-06
2014,11,13,6,54,7,20,7,10,7,10,2.26E-06
2014,2,19,2,39,2,54,2,44,2,44,2.26E-06
2012,4,27,23,35,23,43,23,39,23,40,2.26E-06
2013,7,5,6,1,6,11,6,5,6,6,2.26E-06
2011,11,28,13,20,13,32,13,26,13,26,2.26E-06
2011,9,14,11,17,11,33,11,26,11,26,2.26E-06
2013,11,9,22,54,23,7,23,0,23,0,2.26E-06
2013,4,11,12,41,12,53,12,47,12,48,2.26E-06
2013,4,9,7,17,7,28,7,24,7,24,2.26E-06
2012,7,9,22,7,22,28,22,17,22,16,2.26E-06
2016,7,19,10,0,12,34,11,53,11,54,2.25E-06
2015,10,27,15,40,15,52,15,49,15,48,2.25E-06
2015,5,12,4,27,4,37,4,32,4,32,2.25E-06
2013,12,9,18,3,18,10,18,8,18,8,2.25E-06
2013,7,9,13,25,13,36,13,32,13,32,2.25E-06
2013,1,8,1,17,1,24,1,21,1,22,2.25E-06
2015,8,22,14,22,14,38,14,31,14,32,2.25E-06
2015,6,16,2,32,3,31,3,27,3,28,2.25E-06
2015,3,18,18,31,18,40,18,36,18,36,2.25E-06
2014,2,14,8,59,9,12,9,5,9,6,2.25E-06
2014,1,27,5,19,5,25,5,22,5,22,2.25E-06
2013,6,8,22,51,23,11,23,1,23,0,2.25E-06
2011,7,29,0,32,0,46,0,39,0,38,2.25E-06
2011,3,5,9,1,9,15,9,8,9,8,2.25E-06
2011,3,5,5,41,9,18,9,8,9,8,2.25E-06
2016,3,16,6,34,6,57,6,46,6,46,2.25E-06
2012,1,13,6,1,6,8,6,5,6,6,2.25E-06
2014,9,7,10,0,10,19,10,9,10,10,2.25E-06
2014,6,16,21,44,21,57,21,51,21,50,2.25E-06
2014,3,10,6,14,6,30,6,24,6,24,2.25E-06
2013,7,6,0,41,1,50,1,17,1,16,2.25E-06
2013,5,24,16,31,16,41,16,35,16,36,2.25E-06
2011,8,8,16,30,16,41,16,36,16,36,2.25E-06
2015,5,1,2,48,3,7,2,57,2,56,2.24E-06
2015,4,12,16,31,17,29,17,18,17,18,2.24E-06
2014,11,8,18,53,19,3,18,59,18,58,2.24E-06
2013,5,12,4,11,4,45,4,36,4,36,2.24E-06
2012,5,18,23,41,0,22,23,59,0,0,2.24E-06
2015,9,27,13,41,13,51,13,46,13,46,2.24E-06
2013,12,26,6,55,7,7,7,2,7,2,2.24E-06
2012,10,8,23,0,23,26,23,10,23,10,2.24E-06
2011,8,10,9,30,9,43,9,37,9,36,2.24E-06
2015,6,6,22,26,22,40,22,34,22,34,2.24E-06
2016,8,29,3,34,4,2,3,46,3,46,2.23E-06
2015,10,3,13,2,13,14,13,8,13,8,2.23E-06
2015,1,29,14,7,14,20,14,16,14,16,2.23E-06
2014,7,11,23,35,23,52,23,47,23,46,2.23E-06
2014,3,23,11,13,11,27,11,19,11,18,2.23E-06
2013,8,11,19,27,20,3,19,32,19,32,2.23E-06
2013,6,18,6,48,7,28,7,18,7,18,2.23E-06
2013,1,10,3,19,3,32,3,26,3,26,2.23E-06
2012,8,31,14,6,14,23,14,14,14,14,2.23E-06
2012,1,6,11,14,11,35,11,25,11,26,2.23E-06
2011,9,21,16,13,16,20,16,16,16,16,2.23E-06
2011,9,16,18,40,18,47,18,44,18,44,2.23E-06
2015,6,10,18,1,18,18,18,8,18,8,2.23E-06
2014,5,14,4,37,4,46,4,43,4,44,2.23E-06
2014,2,16,2,48,3,20,2,55,2,54,2.23E-06
2011,3,6,2,3,2,11,2,8,2,8,2.23E-06
2015,8,23,20,44,21,5,20,57,20,56,2.23E-06
2015,4,13,11,28,11,39,11,35,11,34,2.23E-06
2014,2,25,23,31,23,37,23,34,23,34,2.23E-06
2011,11,14,11,18,11,27,11,23,11,24,2.23E-06
2011,3,14,16,2,16,17,16,9,16,10,2.23E-06
2016,8,31,20,10,20,39,20,19,20,18,2.22E-06
2016,1,1,6,33,6,43,6,38,6,38,2.22E-06
2015,4,22,6,1,6,17,6,11,6,10,2.22E-06
2015,3,28,4,48,5,48,5,26,5,26,2.22E-06
2015,1,30,4,51,5,9,5,1,5,0,2.22E-06
2014,12,23,21,22,21,27,21,24,21,24,2.22E-06
2014,11,4,4,9,4,23,4,18,4,18,2.22E-06
2014,8,3,1,40,1,53,1,46,1,46,2.22E-06
2013,5,9,20,52,21,17,21,0,21,0,2.22E-06
2013,4,3,9,36,9,48,9,43,9,42,2.22E-06
2012,7,29,15,4,15,11,15,8,15,8,2.22E-06
2013,12,22,3,5,3,24,3,13,3,14,2.22E-06
2013,5,11,13,31,14,9,13,59,13,58,2.22E-06
2013,4,29,5,51,6,0,5,55,5,54,2.22E-06
2014,1,17,8,24,8,39,8,32,8,32,2.22E-06
2011,10,21,8,53,9,2,8,57,8,56,2.22E-06
2011,7,28,4,39,4,53,4,44,4,44,2.22E-06
2014,3,16,8,6,8,31,8,13,8,12,2.22E-06
2012,6,1,5,26,5,41,5,34,5,34,2.22E-06
2012,3,6,2,26,2,37,2,33,2,32,2.22E-06
2010,7,27,4,12,4,34,4,24,4,24,2.22E-06
2016,2,15,18,8,18,15,18,12,18,12,2.21E-06
2015,10,26,10,21,10,41,10,29,10,30,2.21E-06
2015,6,29,0,27,0,42,0,36,0,36,2.21E-06
2015,4,19,6,40,7,45,7,19,7,18,2.21E-06
2012,1,22,8,47,9,1,8,54,8,54,2.21E-06
2015,1,28,18,24,19,6,18,35,18,34,2.21E-06
2014,3,23,5,35,5,52,5,47,5,46,2.21E-06
2013,11,14,12,45,12,52,12,49,12,48,2.21E-06
2013,10,26,3,3,3,10,3,7,3,6,2.21E-06
2011,9,21,16,47,16,51,16,49,16,50,2.21E-06
2011,2,16,1,56,2,5,2,0,2,0,2.21E-06
2014,9,7,12,1,12,28,12,10,12,10,2.21E-06
2014,5,25,21,30,21,54,21,38,21,38,2.21E-06
2013,4,12,18,40,19,1,18,48,18,48,2.21E-06
2013,3,18,6,27,6,41,6,32,6,32,2.21E-06
2012,7,3,0,43,0,49,0,47,0,48,2.21E-06
2014,2,28,3,57,4,4,4,2,4,2,2.21E-06
2014,9,29,17,44,19,18,18,10,18,10,2.20E-06
2013,11,16,14,15,14,28,14,19,14,18,2.20E-06
2013,10,24,4,12,4,18,4,15,4,16,2.20E-06
2012,7,31,21,59,22,8,22,5,22,4,2.20E-06
2011,11,2,6,46,6,59,6,50,6,50,2.20E-06
2014,10,3,10,41,10,53,10,46,10,46,2.20E-06
2014,8,24,18,47,19,45,19,23,19,24,2.20E-06
2014,8,7,22,23,23,23,22,56,22,56,2.20E-06
2013,11,23,15,48,16,4,15,56,15,56,2.20E-06
2011,8,9,13,29,13,57,13,45,13,44,2.20E-06
2011,8,4,13,4,13,12,13,7,13,8,2.20E-06
2015,6,16,20,57,21,27,21,17,21,16,2.20E-06
2013,12,19,15,26,15,54,15,35,15,34,2.20E-06
2013,4,26,18,23,18,36,18,28,18,28,2.20E-06
2015,8,31,4,55,6,1,5,22,5,22,2.20E-06
2015,8,24,11,59,12,9,12,6,12,6,2.20E-06
2015,1,28,21,32,21,40,21,37,21,36,2.20E-06
2014,8,22,10,13,10,46,10,27,10,26,2.20E-06
2013,12,21,20,1,20,9,20,6,20,6,2.20E-06
2011,3,12,12,22,12,37,12,29,12,28,2.20E-06
2015,3,2,2,34,3,7,3,1,3,0,2.19E-06
2014,12,23,19,45,19,59,19,51,19,50,2.19E-06
2014,1,11,10,18,10,31,10,24,10,24,2.19E-06
2014,1,7,4,8,4,16,4,11,4,10,2.19E-06
2013,1,7,23,44,0,4,23,57,23,56,2.19E-06
2012,1,5,11,51,13,0,12,38,12,38,2.19E-06
2011,9,23,15,1,15,8,15,6,15,6,2.19E-06
2012,7,3,13,56,14,2,13,59,13,58,2.19E-06
2015,11,2,5,6,5,17,5,12,5,12,2.19E-06
2014,12,20,21,40,21,46,21,43,21,42,2.19E-06
2014,2,6,22,9,22,24,22,15,22,16,2.19E-06
2014,2,5,23,18,23,30,23,23,23,24,2.19E-06
2013,12,31,7,33,7,47,7,40,7,40,2.19E-06
2013,5,5,0,45,0,54,0,49,0,48,2.19E-06
2011,3,15,5,4,5,28,5,18,5,18,2.19E-06
2011,3,3,23,53,0,4,23,58,23,58,2.19E-06
2014,9,5,6,4,6,11,6,8,6,8,2.19E-06
2014,4,20,4,21,4,41,4,27,4,26,2.19E-06
2012,11,26,21,13,21,29,21,24,21,24,2.19E-06
2012,9,7,22,37,22,58,22,50,22,50,2.19E-06
2011,12,28,20,53,21,10,21,7,21,6,2.19E-06
2015,8,6,19,9,19,36,19,21,19,22,2.18E-06
2015,1,27,7,13,8,27,7,33,7,32,2.18E-06
2014,12,26,8,54,9,43,9,30,9,30,2.18E-06
2013,12,9,3,24,3,42,3,30,3,30,2.18E-06
2013,5,25,10,39,10,59,10,49,10,50,2.18E-06
2013,5,2,21,50,22,4,21,57,21,56,2.18E-06
2013,4,27,2,9,2,18,2,13,2,12,2.18E-06
2012,10,11,22,30,22,55,22,46,22,46,2.18E-06
2012,10,1,1,42,1,50,1,47,1,46,2.18E-06
2011,11,29,3,25,3,41,3,32,3,32,2.18E-06
2011,7,8,14,56,15,8,15,3,15,2,2.18E-06
2015,3,14,8,11,8,35,8,24,8,24,2.18E-06
2014,5,9,5,14,5,27,5,21,5,20,2.18E-06
2013,11,12,21,6,21,19,21,13,21,14,2.18E-06
2011,11,17,9,42,9,59,9,52,9,52,2.18E-06
2011,2,17,10,38,10,49,10,44,10,44,2.18E-06
2015,8,24,22,40,22,48,22,45,22,44,2.18E-06
2014,5,10,8,31,8,48,8,40,8,40,2.18E-06
2014,4,19,3,17,3,36,3,24,3,24,2.18E-06
2013,12,29,0,9,0,21,0,17,0,16,2.18E-06
2013,8,19,9,10,9,23,9,20,9,20,2.18E-06
2013,1,5,21,31,21,49,21,39,21,38,2.18E-06
2012,5,9,16,26,16,45,16,42,16,42,2.18E-06
2011,4,16,2,31,3,30,3,12,3,12,2.18E-06
2015,8,22,18,43,19,1,18,57,18,56,2.17E-06
2014,12,23,4,45,6,8,5,6,5,6,2.17E-06
2014,2,28,22,28,22,38,22,33,22,32,2.17E-06
2011,7,27,6,33,6,46,6,39,6,38,2.17E-06
2010,8,1,7,55,9,35,8,26,8,26,2.17E-06
2015,2,28,13,35,13,46,13,40,13,40,2.17E-06
2014,8,22,1,56,2,5,2,1,2,0,2.17E-06
2013,11,17,10,43,10,53,10,47,10,46,2.17E-06
2012,5,5,8,31,8,42,8,38,8,38,2.17E-06
2011,5,27,14,41,15,2,14,53,14,54,2.17E-06
2016,8,9,8,47,9,0,8,55,8,54,2.17E-06
2015,9,17,5,59,6,13,6,11,6,10,2.17E-06
2015,2,3,22,51,23,13,22,58,22,58,2.17E-06
2015,1,15,2,30,2,49,2,39,2,40,2.17E-06
2014,12,20,11,36,11,48,11,41,11,40,2.17E-06
2014,9,27,0,11,0,26,0,15,0,14,2.17E-06
2014,6,24,0,8,0,46,0,29,0,28,2.17E-06
2014,1,7,8,4,8,18,8,9,8,8,2.17E-06
2013,10,15,14,14,14,29,14,21,14,20,2.17E-06
2016,2,12,6,27,6,55,6,36,6,36,2.16E-06
2015,4,18,13,26,13,46,13,37,13,36,2.16E-06
2015,4,11,17,12,17,54,17,41,17,40,2.16E-06
2014,11,10,10,17,10,47,10,21,10,22,2.16E-06
2012,9,2,22,19,22,44,22,30,22,30,2.16E-06
2012,1,14,3,19,4,3,3,35,3,34,2.16E-06
2011,11,16,2,55,3,9,3,1,3,0,2.16E-06
2011,10,30,10,6,10,13,10,10,10,10,2.16E-06
2014,9,8,19,1,19,36,19,7,19,8,2.16E-06
2013,7,3,17,36,18,7,17,54,17,54,2.16E-06
2012,7,3,13,2,13,9,13,6,13,6,2.16E-06
2012,7,2,21,33,21,38,21,36,21,36,2.16E-06
2011,3,6,23,33,23,37,23,35,23,34,2.16E-06
2015,1,22,8,42,9,1,8,48,8,48,2.16E-06
2014,12,23,0,35,1,4,0,52,0,52,2.16E-06
2014,4,20,2,2,3,11,3,5,3,6,2.16E-06
2014,3,3,9,54,10,0,9,57,9,56,2.16E-06
2013,8,15,17,48,18,4,17,56,17,56,2.16E-06
2012,8,31,16,5,16,22,16,12,16,12,2.16E-06
2015,5,10,23,37,23,51,23,43,23,42,2.16E-06
2014,6,12,6,40,6,49,6,43,6,42,2.16E-06
2011,9,24,8,38,8,55,8,43,8,42,2.16E-06
2016,2,16,15,29,15,53,15,48,15,48,2.15E-06
2015,12,12,11,39,11,53,11,45,11,46,2.15E-06
2013,4,5,6,6,8,11,6,50,6,50,2.15E-06
2013,7,16,0,59,1,15,1,10,1,10,2.15E-06
2013,5,13,21,26,21,34,21,29,21,28,2.15E-06
2012,5,25,19,53,20,0,19,58,19,58,2.15E-06
2012,1,15,2,48,2,59,2,52,2,52,2.15E-06
2011,11,20,6,5,6,50,6,26,6,26,2.15E-06
2015,9,28,23,41,23,47,23,45,23,46,2.15E-06
2015,7,19,9,22,13,2,10,40,10,40,2.15E-06
2015,4,22,7,4,7,18,7,11,7,10,2.15E-06
2015,1,10,1,43,2,6,1,53,1,52,2.15E-06
2013,4,21,14,16,14,23,14,20,14,20,2.15E-06
2011,11,10,1,40,1,50,1,46,1,46,2.15E-06
2011,6,1,16,25,16,39,16,31,16,30,2.15E-06
2014,9,29,15,2,16,30,15,38,15,38,2.15E-06
2012,6,13,3,15,3,31,3,20,3,20,2.15E-06
2011,2,16,6,18,6,29,6,22,6,22,2.15E-06
2015,1,29,10,36,10,51,10,43,10,44,2.14E-06
2014,12,2,5,17,5,56,5,46,5,46,2.14E-06
2014,12,5,5,28,5,42,5,37,5,38,2.14E-06
2014,8,4,2,44,2,59,2,53,2,54,2.14E-06
2013,10,24,19,22,19,41,19,39,19,38,2.14E-06
2011,12,28,1,54,2,16,2,8,2,8,2.14E-06
2011,3,12,22,42,22,57,22,51,22,50,2.14E-06
2015,8,28,20,21,20,38,20,29,20,28,2.14E-06
2014,9,29,8,16,11,26,11,2,11,2,2.14E-06
2014,3,9,16,40,16,52,16,43,16,44,2.14E-06
2013,4,28,6,7,6,17,6,13,6,14,2.14E-06
2011,8,7,3,4,3,24,3,19,3,20,2.14E-06
2015,1,1,7,22,7,38,7,30,7,30,2.14E-06
2014,6,13,16,15,16,22,16,19,16,18,2.14E-06
2013,5,19,15,7,15,24,15,15,15,14,2.14E-06
2011,10,3,2,34,2,53,2,44,2,44,2.14E-06
2015,8,28,17,34,17,42,17,38,17,38,2.13E-06
2014,6,4,1,27,1,41,1,36,1,36,2.13E-06
2014,2,10,13,8,13,21,13,12,13,12,2.13E-06
2013,3,14,5,45,6,2,5,54,5,54,2.13E-06
2012,1,11,0,1,0,23,0,11,0,10,2.13E-06
2014,12,5,22,56,0,0,23,48,23,48,2.13E-06
2013,10,29,2,17,2,31,2,27,2,26,2.13E-06
2013,1,13,16,19,16,21,16,20,16,20,2.13E-06
2012,1,14,21,41,22,10,21,54,21,54,2.13E-06
2014,11,23,8,51,9,8,9,0,9,0,2.12E-06
2014,1,18,19,32,19,59,19,42,19,42,2.12E-06
2013,9,4,8,36,9,2,8,41,8,40,2.12E-06
2012,8,18,13,29,13,42,13,38,13,38,2.12E-06
2012,7,13,22,28,22,42,22,35,22,36,2.12E-06
2011,8,1,0,39,1,11,0,47,0,48,2.12E-06
2015,12,21,14,17,14,48,14,33,14,32,2.12E-06
2014,2,15,1,36,2,13,2,3,2,4,2.12E-06
2013,11,16,17,40,17,52,17,47,17,46,2.12E-06
2013,10,24,17,59,18,22,18,11,18,10,2.12E-06
2015,6,19,2,36,3,21,3,14,3,14,2.12E-06
2014,3,9,10,1,10,28,10,20,10,20,2.12E-06
2014,1,29,8,57,9,3,9,1,9,0,2.12E-06
2013,12,7,17,34,17,52,17,41,17,40,2.12E-06
2013,2,3,2,16,2,29,2,24,2,24,2.12E-06
2011,8,2,11,36,11,42,11,39,11,40,2.12E-06
2016,2,19,4,33,5,51,5,8,5,8,2.12E-06
2015,3,25,8,23,8,32,8,29,8,28,2.12E-06
2014,5,26,15,52,16,39,16,7,16,8,2.12E-06
2013,11,16,2,19,2,25,2,22,2,22,2.12E-06
2013,10,12,8,12,8,20,8,16,8,16,2.12E-06
2012,7,30,8,21,8,31,8,26,8,26,2.12E-06
2012,6,13,0,32,0,38,0,36,0,36,2.12E-06
2015,2,9,1,26,2,2,1,48,1,48,2.11E-06
2014,8,20,21,39,22,10,21,57,21,56,2.11E-06
2013,10,24,17,3,17,15,17,7,17,6,2.11E-06
2012,9,17,13,50,14,13,14,6,14,6,2.11E-06
2011,9,21,20,31,20,40,20,36,20,36,2.11E-06
2011,2,28,7,1,7,16,7,10,7,10,2.11E-06
2016,2,4,14,34,14,48,14,42,14,42,2.11E-06
2015,3,17,1,45,1,54,1,52,1,52,2.11E-06
2014,7,25,6,57,7,7,7,2,7,2,2.11E-06
2013,10,11,21,57,22,18,22,3,22,2,2.11E-06
2012,7,2,16,37,16,52,16,44,16,44,2.11E-06
2012,1,27,4,1,4,26,4,10,4,10,2.11E-06
2011,12,21,11,2,11,7,11,5,11,4,2.11E-06
2011,11,13,4,53,5,7,4,59,4,58,2.11E-06
2011,10,15,4,19,5,4,5,0,5,0,2.11E-06
2015,9,27,7,50,8,6,7,58,7,58,2.11E-06
2015,3,18,22,30,22,41,22,36,22,36,2.11E-06
2014,11,29,8,58,9,14,9,2,9,2,2.11E-06
2013,5,4,5,44,6,1,5,58,5,58,2.11E-06
2011,7,27,20,41,21,29,21,21,21,20,2.11E-06
2011,3,11,2,24,2,36,2,29,2,28,2.11E-06
2017,4,3,11,40,11,45,11,43,11,42,2.11E-06
2015,3,13,22,7,22,31,22,19,22,18,2.11E-06
2015,3,6,21,6,21,16,21,11,21,10,2.11E-06
2014,12,9,3,21,3,47,3,28,3,28,2.11E-06
2012,1,22,20,47,20,59,20,53,20,54,2.11E-06
2016,2,17,21,52,22,2,21,58,21,58,2.10E-06
2015,1,6,9,34,9,51,9,43,9,42,2.10E-06
2015,1,4,4,16,5,20,4,52,4,52,2.10E-06
2014,1,6,16,6,16,17,16,12,16,12,2.10E-06
